"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Natarajan N.","Natarajan, Nithya (57210703058)","57210703058","‘After me, all this is over’: Exploring class-entangled geographical agency in a shifting climate among tobacco farmers in South India","2021","Area","53","3","","431","439","8","4","10.1111/area.12693","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099952623&doi=10.1111%2farea.12693&partnerID=40&md5=b794857fe2eaf408ca0ca024da3a15a7","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85099952623"
"Kamola A.; Rózycki S.; Bylina P.; Lewandowski P.; Burakowski A.","Kamola, Aleksander (57217152016); Rózycki, Sebastian (57217145639); Bylina, Paweł (57214204050); Lewandowski, Piotr (57217797110); Burakowski, Adam (57224246873)","57217152016; 57217145639; 57214204050; 57217797110; 57224246873","Forgotten nazi forced labour camps: Arbeitslager riese (Lower Silesia, SE Poland) and the use of archival aerial photography and contemporary LiDAR and ground truth data to identify and delineate camp areas","2020","Remote Sensing","12","11","1802","","","","3","10.3390/rs12111802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086462409&doi=10.3390%2frs12111802&partnerID=40&md5=72e817869fd149f5ce7fca7afa67173a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85086462409"
"Calafà L.","Calafà, Laura (57192085649)","57192085649","For a multidimensional approach to labour exploitation; [Per un approccio multidimensionale allo sfruttamento lavorativo]","2021","Lavoro e Diritto","35","2","","193","214","21","10","10.1441/100860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112835633&doi=10.1441%2f100860&partnerID=40&md5=24f0db0518fd412217a322244eca591b","Review","Final","","Scopus","2-s2.0-85112835633"
"Pogge T.","Pogge, Thomas (6507662658)","6507662658","The Health Impact Fund: How to Make New Medicines Accessible to All","2021","Global Health: Ethical Challenges","","","","394","405","11","1","10.1017/9781108692137.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175778911&doi=10.1017%2f9781108692137.033&partnerID=40&md5=d41223c85d90ab00a25749b2702c4016","Book chapter","Final","","Scopus","2-s2.0-85175778911"
"Kolsi M.C.; Ananzeh M.; Awawdeh A.","Kolsi, Mohamed Chakib (57035609500); Ananzeh, Mohammed (57238052400); Awawdeh, Alaeldin (57510464200)","57035609500; 57238052400; 57510464200","Compliance with the global reporting initiative standards in Jordan: case study of hikma pharmaceuticals","2021","International Journal of Sustainable Engineering","14","6","","1572","1586","14","3","10.1080/19397038.2021.1970273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113942701&doi=10.1080%2f19397038.2021.1970273&partnerID=40&md5=02de9b6294e209194b410bd1b353687e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85113942701"
"Faleri C.","Faleri, Claudia (57521136800)","57521136800","«Repression is not enough». About caporalato and agricultural labour exploitation; [«Non basta la repressione». A proposito di caporalato e sfruttamento del lavoro in agricoltura]","2021","Lavoro e Diritto","35","2","","257","279","22","4","10.1441/100863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112807083&doi=10.1441%2f100863&partnerID=40&md5=db5e8c48df4b948fe4e3c7254df33ea4","Review","Final","","Scopus","2-s2.0-85112807083"
"Quandt S.A.; Arnold T.J.; Talton J.W.; Miles C.M.; Mora D.C.; Arcury T.A.; Daniel S.S.","Quandt, Sara A. (7005921858); Arnold, Taylor J. (57203877920); Talton, Jennifer W. (35338060600); Miles, Christopher M. (56723593400); Mora, Dana C. (55261840200); Arcury, Thomas A. (7005890732); Daniel, Stephanie S. (57202874774)","7005921858; 57203877920; 35338060600; 56723593400; 55261840200; 7005890732; 57202874774","Musculoskeletal injury symptoms among hired Latinx child farmworkers in North Carolina","2021","American Journal of Industrial Medicine","64","7","","620","628","8","7","10.1002/ajim.23255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105956339&doi=10.1002%2fajim.23255&partnerID=40&md5=3b26d10b33c9407fdd53546fe36fc6a1","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85105956339"
"Sana; Jan A.U.","Sana (57223392464); Jan, Abbas Ullah (57201401321)","57223392464; 57201401321","Role of Child Labor in Agriculture Sector of District Mardan (Pakistan): A Multinomial Logistic Regression Analysis","2021","Sarhad Journal of Agriculture","37","2","","428","435","7","2","10.17582/JOURNAL.SJA/2021/37.2.428.435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105799490&doi=10.17582%2fJOURNAL.SJA%2f2021%2f37.2.428.435&partnerID=40&md5=b078b1b4f8ab59cf9a489c2a582da65b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85105799490"
"Donado A.","Donado, Alejandro (55068225100)","55068225100","Why do they JUST DO IT? A Theory of Outsourcing and Working Conditions","2021","Open Economies Review","32","3","","559","586","27","0","10.1007/s11079-020-09609-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099235144&doi=10.1007%2fs11079-020-09609-z&partnerID=40&md5=fb3d8f47059961bd97eb3d897afc89ae","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85099235144"
"Pocock N.S.; Kiss L.; Dash M.; Mak J.; Zimmerman C.","Pocock, Nicola Suyin (56562723900); Kiss, Ligia (35092667300); Dash, Mamata (55602980000); Mak, Joelle (55522213700); Zimmerman, Cathy (7103371838)","56562723900; 35092667300; 55602980000; 55522213700; 7103371838","Challenges to pre-migration interventions to prevent human trafficking: Results from a before-and-after learning assessment of training for prospective female migrants in Odisha, India","2020","PLoS ONE","15","9 September","e0238778","","","","5","10.1371/journal.pone.0238778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091192507&doi=10.1371%2fjournal.pone.0238778&partnerID=40&md5=412d8423459017fa87eda4f075ea6603","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85091192507"
"Zharkynbayeva R.","Zharkynbayeva, Roza (57217090542)","57217090542","Labor Mobilization of Population from Central Asia during World War II: Conscription, Dislocation, and Conditions of Life and Work (on examples from the Kazakh SSR)","2021","Journal of Slavic Military Studies","34","4","","558","579","21","0","10.1080/13518046.2022.2040845","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128961805&doi=10.1080%2f13518046.2022.2040845&partnerID=40&md5=6006d5a342fcb5d1783db882e83209d1","Article","Final","","Scopus","2-s2.0-85128961805"
"De La Villa De La Serna D.","De La Villa De La Serna, Diego (58989677500)","58989677500","ILO Notarial Records; [Los Protocolos de la Organización Internacional de Trabajo]","2020","Revista del Ministerio de Trabajo y Economia Social","147","","","143","182","39","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190603452&partnerID=40&md5=371707ac86290374dcfea977180b84e8","Article","Final","","Scopus","2-s2.0-85190603452"
"Selwyn B.","Selwyn, Benjamin (31067525900)","31067525900","A green new deal for agriculture: for, within, or against capitalism?","2021","Journal of Peasant Studies","48","4","","778","806","28","21","10.1080/03066150.2020.1854740","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100074808&doi=10.1080%2f03066150.2020.1854740&partnerID=40&md5=bc6d0f9deb9b471da7d50887e2b0c313","Article","Final","","Scopus","2-s2.0-85100074808"
"Halegua A.; Chin K.","Halegua, Aaron (56409902200); Chin, Katherine (58123238100)","56409902200; 58123238100","Forced labor in the US construction industry","2021","The Historical Roots of Human Trafficking: Informing Primary Prevention of Commercialized Violence","","","","85","99","14","1","10.1007/978-3-030-70675-3_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149159278&doi=10.1007%2f978-3-030-70675-3_6&partnerID=40&md5=eb662a8190c493a098c50c1cd594035d","Book chapter","Final","","Scopus","2-s2.0-85149159278"
"Narchi N.E.; Vanderplank S.E.; Medina-Rodríguez J.; Alfaro-Mercado E.","Narchi, Nemer E. (55634502100); Vanderplank, Sula E. (56122131800); Medina-Rodríguez, Jesús (57219204716); Alfaro-Mercado, Enrique (57219203094)","55634502100; 56122131800; 57219204716; 57219203094","Environmental Violence and the Socio-environmental (de)Evolution of a Landscape in the San Quintín Valley","2020","Latin American Perspectives","47","6","","103","118","15","6","10.1177/0094582X20951774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091684474&doi=10.1177%2f0094582X20951774&partnerID=40&md5=17284e245ff73ad52a06923daeee3d3a","Article","Final","","Scopus","2-s2.0-85091684474"
"Iqbal M.; Fatmi Z.; Khan K.; Jumani Y.; Amjad N.; Nafees A.","Iqbal, Meesha (57203886524); Fatmi, Zafar (55959858100); Khan, Kausar (7403177519); Jumani, Yusra (57219221582); Amjad, Neelma (58835846300); Nafees, Asaad (36094632500)","57203886524; 55959858100; 7403177519; 57219221582; 58835846300; 36094632500","Malnutrition and food insecurity in child labourers in Sindh, Pakistan: A cross-sectional study; [Étude transversale de la malnutrition et de l’insécurité alimentaire chez les enfants travailleurs du Sindh (Pakistan)]","2020","Eastern Mediterranean Health Journal","26","9","","1087","1096","9","6","10.26719/emhj.20.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091752903&doi=10.26719%2femhj.20.040&partnerID=40&md5=70be915bd3d62d2eb9902300d8104859","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85091752903"
"Mahata S.; Sengupta J.; Nag R.N.","Mahata, Sushobhan (57223990176); Sengupta, Jonaki (57196041342); Nag, Ranjanendra Narayan (37056258300)","57223990176; 57196041342; 37056258300","Child Labour and Trade-Related Price Policies in a Developing Economy: A Trade-Theoretical Analysis","2021","Indian Journal of Labour Economics","64","3","","685","704","19","0","10.1007/s41027-021-00337-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114769878&doi=10.1007%2fs41027-021-00337-7&partnerID=40&md5=a034ea6303e3ad003bf81e4a8c38c935","Article","Final","","Scopus","2-s2.0-85114769878"
"Musikawong S.; Rzonca P.","Musikawong, Sudarat (16444594700); Rzonca, Panida (58700191700)","16444594700; 58700191700","Debt bondage in human trafficking: US agriculture and Thailand fisheries primed for labour exploitation; [Niewola za długi: rolnictwo Stanów Zjednoczonych i rybołówstwo Tajlandii gotowe na pracę przymusową]","2021","Archiwum Kryminologii","43","1","","169","193","24","3","10.7420/AK2021.11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172471133&doi=10.7420%2fAK2021.11&partnerID=40&md5=7a1bd86b5bc0c57765092070222c4cfe","Article","Final","","Scopus","2-s2.0-85172471133"
"Macioti P.G.; Aroney E.; Bennachie C.; Fehrenbacher A.E.; Giametta C.; Hoefinger H.; Mai N.; Musto J.","Macioti, P.G. (56538555800); Aroney, Eurydice (56974250200); Bennachie, Calum (57196487205); Fehrenbacher, Anne E. (56487751600); Giametta, Calogero (56359206400); Hoefinger, Heidi (37032752800); Mai, Nicola (7006749589); Musto, Jennifer (35211306600)","56538555800; 56974250200; 57196487205; 56487751600; 56359206400; 37032752800; 7006749589; 35211306600","Framing the mother tac: The racialised, sexualised and gendered politics of modern slavery in Australia","2020","Social Sciences","9","11","192","1","19","18","4","10.3390/socsci9110192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094668524&doi=10.3390%2fsocsci9110192&partnerID=40&md5=c57f2d7149d33f0f430cf29e4f515289","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85094668524"
"Lindtner S.M.","Lindtner, Silvia M. (24778286400)","24778286400","Prototype NationChina and the Contested Promise of Innovation","2020","Prototype Nation China and the Contested Promise of Innovation","","","","1","282","281","63","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196243732&partnerID=40&md5=05a4cd66c76479014855728711c9680a","Book","Final","","Scopus","2-s2.0-85196243732"
"Blackstone N.T.; Norris C.B.; Robbins T.; Jackson B.; Decker Sparks J.L.","Blackstone, Nicole Tichenor (57215035376); Norris, Catherine Benoit (55907420500); Robbins, Tali (57231161300); Jackson, Bethany (57200913771); Decker Sparks, Jessica L. (57194714929)","57215035376; 55907420500; 57231161300; 57200913771; 57194714929","Risk of forced labour embedded in the US fruit and vegetable supply","2021","Nature Food","2","9","","692","699","7","20","10.1038/s43016-021-00339-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113376087&doi=10.1038%2fs43016-021-00339-0&partnerID=40&md5=2880713818505611dcdc4228f558756d","Article","Final","","Scopus","2-s2.0-85113376087"
"Trautrims A.; Gold S.; Touboulic A.; Emberson C.; Carter H.","Trautrims, Alexander (55439938200); Gold, Stefan (7202072222); Touboulic, Anne (56335870100); Emberson, Caroline (8351971600); Carter, Helen (57220123012)","55439938200; 7202072222; 56335870100; 8351971600; 57220123012","The UK construction and facilities management sector's response to the Modern Slavery Act: An intra-industry initiative against modern slavery","2021","Business Strategy and Development","4","3","","279","293","14","21","10.1002/bsd2.158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096996223&doi=10.1002%2fbsd2.158&partnerID=40&md5=7943ccf49b474fb8a653b245e8a2f8c9","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85096996223"
"Sumberg J.; Sabates-Wheeler R.","Sumberg, James (6701487425); Sabates-Wheeler, Rachel (6508061940)","6701487425; 6508061940","Children’s work in African agriculture: Time for a rethink","2020","Outlook on Agriculture","49","2","","99","102","3","7","10.1177/0030727020930330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086233783&doi=10.1177%2f0030727020930330&partnerID=40&md5=3499bf351b4e8a9c4bb57f9307616c25","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85086233783"
"Such E.; Laurent C.; Jaipaul R.; Salway S.","Such, E. (6507975772); Laurent, C. (57213621086); Jaipaul, R. (57213621809); Salway, S. (6602719934)","6507975772; 57213621086; 57213621809; 6602719934","Modern slavery and public health: a rapid evidence assessment and an emergent public health approach","2020","Public Health","180","","","168","179","11","23","10.1016/j.puhe.2019.10.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077927733&doi=10.1016%2fj.puhe.2019.10.018&partnerID=40&md5=1a3c71f663a49d48feb48d5c377ff073","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85077927733"
"Fontes F.P.","Fontes, Francisco Pereira (57204144970)","57204144970","Soil and Water Conservation technology adoption and labour allocation: Evidence from Ethiopia","2020","World Development","127","","104754","","","","27","10.1016/j.worlddev.2019.104754","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075302753&doi=10.1016%2fj.worlddev.2019.104754&partnerID=40&md5=b3dfa655c8650b9f4b6a90d4b5bc5e72","Article","Final","","Scopus","2-s2.0-85075302753"
"Stöckl H.; Fabbri C.; Cook H.; Galez-Davis C.; Grant N.; Lo Y.; Kiss L.; Zimmerman C.","Stöckl, Heidi (57200232597); Fabbri, Camilla (57201669805); Cook, Harry (57205616787); Galez-Davis, Claire (57464185600); Grant, Naomi (57464185700); Lo, Yuki (57464234500); Kiss, Ligia (35092667300); Zimmerman, Cathy (7103371838)","57200232597; 57201669805; 57205616787; 57464185600; 57464185700; 57464234500; 35092667300; 7103371838","Human trafficking and violence: Findings from the largest global dataset of trafficking survivors","2021","Journal of Migration and Health","4","","100073","","","","13","10.1016/j.jmh.2021.100073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125144756&doi=10.1016%2fj.jmh.2021.100073&partnerID=40&md5=dcf905fc8861535fa58371cde8021b92","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85125144756"
"Ofuoku A.U.; Ovharhe O.J.; Agbamu J.U.","Ofuoku, Albert Ukaro (13608380400); Ovharhe, Oghenero Joseph (57212560308); Agbamu, Joseph Unuetara (36952580900)","13608380400; 57212560308; 36952580900","Child Labor in Farming Households in the Niger Delta Region of Nigeria","2020","Journal of Developing Societies","36","1","","41","55","14","5","10.1177/0169796X19873744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077022205&doi=10.1177%2f0169796X19873744&partnerID=40&md5=77fbcb21aa33091c1d2d1d482666d6d5","Article","Final","","Scopus","2-s2.0-85077022205"
"Pavlou V.","Pavlou, Vera (57194211520)","57194211520","Migrant Domestic Workers in Europe: Law and the Construction of Vulnerability","2021","Migrant Domestic Workers in Europe: Law and the Construction of Vulnerability","","","","1","166","165","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138960099&partnerID=40&md5=c8e9644c4a2b5c8a801c4129d9c95def","Book","Final","","Scopus","2-s2.0-85138960099"
